orf_id	contig	orf_index	phrog_id	phrog_category	evalue	score
PC1025747_1	PC1025747	1	293	moron, auxiliary metabolic gene and host takeover	1e-103	349.7
PC1037331_2	PC1037331	2	NA	unannotated	NA	NA
PC10966_4	PC10966	4	30791	unknown function	0.11	13.7
PC1200831_3	PC1200831	3	789	other	1.3e-09	38.8
PC945505_4	PC945505	4	NA	unannotated	NA	NA
PC807326_3	PC807326	3	3748	unknown function	0.23	13.1
PC1062938_1	PC1062938	1	NA	unannotated	NA	NA
PC965303_3	PC965303	3	2737	unknown function	1.4e-25	90.5
PC1230377_2	PC1230377	2	33054	unknown function	0.27	12.4
PC256932_1	PC256932	1	NA	unannotated	NA	NA
PC1561961_1	PC1561961	1	6819	DNA, RNA and nucleotide metabolism	6.5e-05	23.0
PC1176878_2	PC1176878	2	36588	unknown function	0.019	16.5
PC363609_2	PC363609	2	19114	unknown function	0.4	12.2
PC422059_1	PC422059	1	NA	unannotated	NA	NA
PC1019889_2	PC1019889	2	NA	unannotated	NA	NA
PC1202787_2	PC1202787	2	NA	unannotated	NA	NA
PC424690_3	PC424690	3	9266	unknown function	3.8e-41	142.7
PC638789_4	PC638789	4	6743	unknown function	2.7e-27	97.3
PC1300750_5	PC1300750	5	NA	unannotated	NA	NA
PC1540013_1	PC1540013	1	NA	unannotated	NA	NA
PC1186115_1	PC1186115	1	11145	DNA, RNA and nucleotide metabolism	1.6e-33	117.9
PC935890_2	PC935890	2	NA	unannotated	NA	NA
PC539632_3	PC539632	3	6241	unknown function	1.3e-17	65.3
PC586491_1	PC586491	1	14848	unknown function	0.23	12.8
PC1433760_1	PC1433760	1	13340	unknown function	0.0014	20.5
PC496480_1	PC496480	1	8572	unknown function	0.00017	22.3
PC912719_2	PC912719	2	32	tail	0.11	13.6
PC1161662_4	PC1161662	4	17326	unknown function	0.49	12.2
PC147874_5	PC147874	5	29518	unknown function	0.4	12.5
PC1441964_4	PC1441964	4	1249	other	0.0066	17.7
PC1298045_3	PC1298045	3	6548	head and packaging	0.18	13.6
PC804945_2	PC804945	2	NA	unannotated	NA	NA
PC1285878_7	PC1285878	7	293	moron, auxiliary metabolic gene and host takeover	8e-109	366.6
PC999858_2	PC999858	2	NA	unannotated	NA	NA
PC801174_3	PC801174	3	NA	unannotated	NA	NA
PC940346_6	PC940346	6	1450	unknown function	3.6e-19	70.8
PC1199596_2	PC1199596	2	7698	lysis	0.21	12.8
PC1395757_1	PC1395757	1	NA	unannotated	NA	NA
PC583670_1	PC583670	1	785	lysis	1.6	10.0
PC1166563_2	PC1166563	2	12744	unknown function	0.0001	24.1
PC1258190_18	PC1258190	18	14936	unknown function	0.19	13.2
PC1510384_1	PC1510384	1	12787	unknown function	3.7e-10	41.0
PC1532574_2	PC1532574	2	NA	unannotated	NA	NA
PC399201_2	PC399201	2	1450	unknown function	5.7e-21	76.7
PC494641_6	PC494641	6	2738	unknown function	0.036	15.4
PC1128093_2	PC1128093	2	7076	DNA, RNA and nucleotide metabolism	2.3e-33	117.0
PC718067_2	PC718067	2	3142	moron, auxiliary metabolic gene and host takeover	1.5e-67	229.9
PC878993_2	PC878993	2	2809	unknown function	1.1e-55	189.4
PC1499332_2	PC1499332	2	14274	unknown function	0.018	17.0
PC11521_2	PC11521	2	5687	unknown function	2.1e-46	160.2
PC727737_3	PC727737	3	12197	unknown function	2.4e-08	34.9
PC1091582_4	PC1091582	4	7308	moron, auxiliary metabolic gene and host takeover	7.4e-94	316.0
PC1121805_3	PC1121805	3	883	moron, auxiliary metabolic gene and host takeover	5.5e-15	56.9
PC638036_2	PC638036	2	14447	unknown function	0.55	11.9
PC1527417_2	PC1527417	2	4402	DNA, RNA and nucleotide metabolism	2.3e-13	51.3
PC1432005_9	PC1432005	9	6090	tail	0.0027	16.8
PC544415_1	PC544415	1	NA	unannotated	NA	NA
PC1522321_1	PC1522321	1	16249	moron, auxiliary metabolic gene and host takeover	7.2e-15	56.7
PC687423_5	PC687423	5	293	moron, auxiliary metabolic gene and host takeover	1.3e-73	250.0
PC997834_3	PC997834	3	NA	unannotated	NA	NA
PC687489_3	PC687489	3	18230	unknown function	1.8e-09	39.2
PC1506634_3	PC1506634	3	37961	unknown function	0.053	15.4
PC984316_1	PC984316	1	21574	unknown function	0.12	14.0
PC675307_2	PC675307	2	28656	unknown function	0.078	14.2
PC1312648_3	PC1312648	3	NA	unannotated	NA	NA
PC767237_4	PC767237	4	7506	integration and excision	0.0018	20.1
PC1521296_4	PC1521296	4	293	moron, auxiliary metabolic gene and host takeover	7e-65	221.1
PC1414928_1	PC1414928	1	30501	unknown function	3.9e-41	142.5
PC520031_3	PC520031	3	20966	unknown function	5.4e-36	126.0
PC538896_21	PC538896	21	93	DNA, RNA and nucleotide metabolism	2.1e-16	61.2
PC231238_5	PC231238	5	13412	unknown function	0.63	11.9
PC270050_1	PC270050	1	36398	unknown function	0.27	12.9
PC546698_2	PC546698	2	582	transcription regulation	0.014	17.2
PC1167813_1	PC1167813	1	5482	unknown function	0.33	11.1
PC1200897_6	PC1200897	6	23670	unknown function	0.64	11.6
PC191417_2	PC191417	2	841	moron, auxiliary metabolic gene and host takeover	5.5e-28	99.9
PC587523_2	PC587523	2	5687	unknown function	1.4e-14	55.0
PC1299242_15	PC1299242	15	3071	unknown function	0.057	14.6
PC618891_7	PC618891	7	NA	unannotated	NA	NA
PC1044273_2	PC1044273	2	NA	unannotated	NA	NA
PC1575970_2	PC1575970	2	2034	unknown function	8.3e-21	75.6
PC1374218_1	PC1374218	1	5879	unknown function	8e-07	29.6
PC1414783_1	PC1414783	1	23553	unknown function	1.1e-17	65.2
PC660103_1	PC660103	1	11129	unknown function	1.3e-09	38.9
PC1257015_3	PC1257015	3	5823	transcription regulation	0.024	15.3
PC804002_3	PC804002	3	5846	DNA, RNA and nucleotide metabolism	9.2e-76	257.0
PC356427_2	PC356427	2	NA	unannotated	NA	NA
PC1471179_8	PC1471179	8	20785	unknown function	3.5e-12	47.4
PC579655_3	PC579655	3	4706	unknown function	0.0056	18.0
PC55847_2	PC55847	2	NA	unannotated	NA	NA
PC335240_2	PC335240	2	NA	unannotated	NA	NA
PC508288_3	PC508288	3	20458	unknown function	1.4e-73	250.0
PC423374_2	PC423374	2	16228	unknown function	1.6e-14	55.4
PC518058_4	PC518058	4	17599	unknown function	3.3e-79	264.6
PC174912_4	PC174912	4	27697	unknown function	0.069	13.1
PC1062486_4	PC1062486	4	22498	unknown function	0.034	15.7
PC811670_4	PC811670	4	3281	DNA, RNA and nucleotide metabolism	0.012	17.5
PC1027123_4	PC1027123	4	18111	other	2.1e-20	74.4
PC1580205_2	PC1580205	2	13579	unknown function	0.57	11.4
PC594259_1	PC594259	1	10928	unknown function	0.52	12.2
PC120545_1	PC120545	1	11823	unknown function	1.3e-141	474.8
PC485131_1	PC485131	1	NA	unannotated	NA	NA
PC272327_1	PC272327	1	NA	unannotated	NA	NA
PC617081_3	PC617081	3	12837	unknown function	1.7e-174	581.9
PC1377840_3	PC1377840	3	11823	unknown function	2e-30	107.4
PC448280_4	PC448280	4	30773	unknown function	1.5e-41	144.0
PC167871_2	PC167871	2	8986	unknown function	3.3e-90	303.6
PC1305534_2	PC1305534	2	25474	unknown function	0.28	13.1
PC1127760_2	PC1127760	2	15811	unknown function	0.1	13.5
PC1210255_8	PC1210255	8	15217	unknown function	0.16	13.9
PC1098131_1	PC1098131	1	7878	other	0.062	14.9
PC88267_1	PC88267	1	16088	unknown function	1.6e-28	101.7
PC727737_2	PC727737	2	NA	unannotated	NA	NA
PC1328687_2	PC1328687	2	23041	unknown function	0.23	12.6
PC752238_1	PC752238	1	18589	unknown function	0.023	16.2
PC1335117_4	PC1335117	4	NA	unannotated	NA	NA
PC185816_4	PC185816	4	17251	moron, auxiliary metabolic gene and host takeover	0.69	11.4
PC169978_1	PC169978	1	19062	unknown function	0.38	12.2
PC409014_1	PC409014	1	13933	DNA, RNA and nucleotide metabolism	9.8e-44	151.1
PC630474_1	PC630474	1	25593	unknown function	1.2e-44	154.4
PC935990_2	PC935990	2	NA	unannotated	NA	NA
PC1469826_2	PC1469826	2	2172	unknown function	4.2e-74	251.8
PC1262421_5	PC1262421	5	NA	unannotated	NA	NA
PC1314502_3	PC1314502	3	8928	unknown function	6.2e-54	185.3
PC1451579_1	PC1451579	1	2640	other	7.2e-66	223.9
PC1485048_1	PC1485048	1	19172	unknown function	9.1e-09	36.1
PC642385_1	PC642385	1	NA	unannotated	NA	NA
PC714777_3	PC714777	3	1	integration and excision	3.1e-41	143.8
PC812004_16	PC812004	16	NA	unannotated	NA	NA
PC936466_2	PC936466	2	NA	unannotated	NA	NA
PC384893_2	PC384893	2	NA	unannotated	NA	NA
PC498794_1	PC498794	1	21263	unknown function	8.5e-179	598.1
PC1525097_1	PC1525097	1	293	moron, auxiliary metabolic gene and host takeover	3.4e-15	56.7
PC245291_12	PC245291	12	38447	unknown function	0.00018	23.2
PC1056567_3	PC1056567	3	17686	unknown function	0.35	11.6
PC1188463_1	PC1188463	1	36592	unknown function	2.7e-06	28.3
PC751992_6	PC751992	6	9124	unknown function	0.49	12.4
PC949676_3	PC949676	3	34644	unknown function	0.16	12.1
PC846388_1	PC846388	1	9640	unknown function	3.3e-73	248.5
PC140168_2	PC140168	2	NA	unannotated	NA	NA
PC586813_6	PC586813	6	NA	unannotated	NA	NA
PC1194688_2	PC1194688	2	16154	unknown function	7.4e-32	111.8
PC1409621_1	PC1409621	1	NA	unannotated	NA	NA
PC1209445_2	PC1209445	2	29538	unknown function	9.7e-45	154.6
PC1337529_1	PC1337529	1	NA	unannotated	NA	NA
PC1113455_4	PC1113455	4	5935	unknown function	8.6e-19	69.4
PC1357424_9	PC1357424	9	16154	unknown function	8.4e-14	52.8
PC312490_1	PC312490	1	15264	unknown function	0.13	13.9
PC33664_5	PC33664	5	14147	transcription regulation	1.4e-24	88.5
PC1550483_4	PC1550483	4	9594	unknown function	0.015	16.8
PC473501_3	PC473501	3	2076	moron, auxiliary metabolic gene and host takeover	3.5e-34	119.9
PC1294551_6	PC1294551	6	3139	other	8.6e-38	131.7
PC1281954_3	PC1281954	3	28351	unknown function	0.042	15.4
PC87341_6	PC87341	6	3339	DNA, RNA and nucleotide metabolism	0.078	13.5
PC1113634_2	PC1113634	2	4589	unknown function	0.49	12.0
PC1162904_2	PC1162904	2	NA	unannotated	NA	NA
PC541194_1	PC541194	1	540	DNA, RNA and nucleotide metabolism	6.5e-05	23.0
PC963186_7	PC963186	7	296	integration and excision	1.7e-08	35.1
PC1558384_2	PC1558384	2	25157	unknown function	0.23	12.9
PC1344992_1	PC1344992	1	36821	unknown function	0.13	13.9
PC449965_1	PC449965	1	216	integration and excision	0.051	14.2
PC997067_2	PC997067	2	NA	unannotated	NA	NA
PC1020211_1	PC1020211	1	NA	unannotated	NA	NA
PC1427589_1	PC1427589	1	NA	unannotated	NA	NA
PC300_1	PC300	1	293	moron, auxiliary metabolic gene and host takeover	3.3e-33	116.3
PC1493606_1	PC1493606	1	NA	unannotated	NA	NA
PC942548_1	PC942548	1	NA	unannotated	NA	NA
PC1164208_1	PC1164208	1	15344	unknown function	3.5e-31	109.7
PC1409413_1	PC1409413	1	5949	other	2.6e-34	120.7
PC952281_1	PC952281	1	NA	unannotated	NA	NA
PC667269_3	PC667269	3	NA	unannotated	NA	NA
PC931401_5	PC931401	5	4399	moron, auxiliary metabolic gene and host takeover	5.2e-18	66.8
PC33664_2	PC33664	2	21942	unknown function	2e-96	324.6
PC1332450_2	PC1332450	2	22695	unknown function	8.2	8.3
PC1457570_2	PC1457570	2	109	DNA, RNA and nucleotide metabolism	5e-52	178.7
PC1444168_9	PC1444168	9	18374	unknown function	1.1e-10	42.5
PC795665_2	PC795665	2	12657	unknown function	9.5e-216	719.2
PC705672_3	PC705672	3	789	other	3.5e-16	60.5
PC1278906_3	PC1278906	3	NA	unannotated	NA	NA
PC1474692_2	PC1474692	2	7998	unknown function	7.5e-45	155.1
PC760923_17	PC760923	17	12453	unknown function	0.28	13.1
PC334955_4	PC334955	4	122	head and packaging	0.28	12.7
PC312267_7	PC312267	7	34724	unknown function	1.5e-65	223.0
PC1395635_4	PC1395635	4	14322	unknown function	0.29	11.9
PC1184923_6	PC1184923	6	456	lysis	0.051	14.8
PC887944_3	PC887944	3	NA	unannotated	NA	NA
PC249085_2	PC249085	2	NA	unannotated	NA	NA
PC664718_2	PC664718	2	2058	unknown function	0.088	14.2
PC140766_3	PC140766	3	182	moron, auxiliary metabolic gene and host takeover	1.3e-195	650.8
PC293036_9	PC293036	9	811	DNA, RNA and nucleotide metabolism	7.8e-49	166.3
PC320617_2	PC320617	2	NA	unannotated	NA	NA
PC454603_1	PC454603	1	1703	unknown function	2.7e-150	502.6
PC900693_8	PC900693	8	NA	unannotated	NA	NA
PC1437777_4	PC1437777	4	6929	other	7.7e-14	53.8
PC1295176_4	PC1295176	4	18089	unknown function	0.41	12.2
PC1571029_3	PC1571029	3	89	lysis	0.0056	18.2
PC496480_2	PC496480	2	7800	moron, auxiliary metabolic gene and host takeover	1.4e-112	379.2
PC1514266_2	PC1514266	2	NA	unannotated	NA	NA
PC1316399_4	PC1316399	4	3419	DNA, RNA and nucleotide metabolism	2.5e-17	64.9
PC532192_1	PC532192	1	NA	unannotated	NA	NA
PC1355878_5	PC1355878	5	NA	unannotated	NA	NA
PC1369745_2	PC1369745	2	NA	unannotated	NA	NA
PC215485_5	PC215485	5	13642	unknown function	1.6e-25	91.2
PC1280261_6	PC1280261	6	4692	moron, auxiliary metabolic gene and host takeover	9.9e-27	95.0
PC1303232_1	PC1303232	1	1835	DNA, RNA and nucleotide metabolism	0.00011	23.1
PC55824_1	PC55824	1	36362	unknown function	4.8e-15	57.4
PC224526_1	PC224526	1	NA	unannotated	NA	NA
PC1387564_4	PC1387564	4	13343	unknown function	0.2	13.1
PC314351_4	PC314351	4	35063	unknown function	6.8e-49	168.3
PC1448312_1	PC1448312	1	NA	unannotated	NA	NA
PC413108_2	PC413108	2	24538	unknown function	7.1e-05	24.3
PC409590_2	PC409590	2	13642	unknown function	3.3e-40	139.7
PC107441_2	PC107441	2	23413	DNA, RNA and nucleotide metabolism	0.95	11.2
PC852206_9	PC852206	9	5934	moron, auxiliary metabolic gene and host takeover	5.3e-23	82.5
PC381000_6	PC381000	6	25966	tail	6.6	5.5
PC452395_2	PC452395	2	34443	unknown function	0.04	15.6
PC652690_6	PC652690	6	16249	moron, auxiliary metabolic gene and host takeover	0.0052	18.0
PC970961_1	PC970961	1	12883	unknown function	0.34	12.7
PC1564345_4	PC1564345	4	14377	unknown function	1.4e-06	29.3
PC1043752_2	PC1043752	2	11699	tail	0.23	11.6
PC629957_1	PC629957	1	37923	unknown function	0.24	12.7
PC808960_1	PC808960	1	NA	unannotated	NA	NA
PC997461_3	PC997461	3	9684	unknown function	2.2e-24	87.9
PC394554_1	PC394554	1	4602	other	8.4e-15	56.8
PC927907_2	PC927907	2	7800	moron, auxiliary metabolic gene and host takeover	0.00038	20.6
PC1352942_4	PC1352942	4	15577	unknown function	1.2e-114	385.1
PC545037_1	PC545037	1	NA	unannotated	NA	NA
PC787480_5	PC787480	5	9793	unknown function	0.81	9.3
PC1378603_1	PC1378603	1	531	DNA, RNA and nucleotide metabolism	1.9e-15	58.4
PC348589_5	PC348589	5	26052	unknown function	0.023	16.0
PC402939_3	PC402939	3	37304	unknown function	1.3	10.8
PC273609_2	PC273609	2	17912	unknown function	0.16	13.9
PC722824_1	PC722824	1	NA	unannotated	NA	NA
PC1044539_1	PC1044539	1	28925	unknown function	2.3e-99	334.5
PC1390020_6	PC1390020	6	NA	unannotated	NA	NA
PC513946_2	PC513946	2	8216	unknown function	2.6e-12	47.9
PC286670_6	PC286670	6	841	moron, auxiliary metabolic gene and host takeover	2.3e-12	48.6
PC954455_2	PC954455	2	15577	unknown function	8.1e-64	217.4
PC305710_2	PC305710	2	2361	other	4e-50	172.5
PC609800_45	PC609800	45	NA	unannotated	NA	NA
PC926396_5	PC926396	5	NA	unannotated	NA	NA
PC345387_2	PC345387	2	8598	unknown function	1.6e-204	682.8
PC400421_1	PC400421	1	167	tail	1.6	7.8
PC1461202_1	PC1461202	1	NA	unannotated	NA	NA
PC954446_3	PC954446	3	15928	head and packaging	0.17	13.3
PC777049_2	PC777049	2	3899	unknown function	0.028	16.2
PC501321_2	PC501321	2	21103	unknown function	6.1e-11	43.4
PC881370_3	PC881370	3	10624	unknown function	5.9e-14	53.4
PC1057729_2	PC1057729	2	8120	unknown function	0.28	13.0
PC1345547_3	PC1345547	3	13642	unknown function	7.2e-30	105.6
PC1379454_3	PC1379454	3	6682	DNA, RNA and nucleotide metabolism	0.33	12.6
PC851820_4	PC851820	4	NA	unannotated	NA	NA
PC1432903_3	PC1432903	3	25922	unknown function	2.4e-19	70.6
PC42442_2	PC42442	2	NA	unannotated	NA	NA
PC1477036_8	PC1477036	8	NA	unannotated	NA	NA
PC657363_8	PC657363	8	NA	unannotated	NA	NA
PC1567933_4	PC1567933	4	NA	unannotated	NA	NA
PC191731_4	PC191731	4	NA	unannotated	NA	NA
PC1200226_2	PC1200226	2	NA	unannotated	NA	NA
PC694034_3	PC694034	3	658	unknown function	0.058	14.4
PC1292435_1	PC1292435	1	32321	unknown function	0.088	14.6
PC1087033_3	PC1087033	3	4113	unknown function	0.26	12.7
PC1087260_2	PC1087260	2	25908	unknown function	0.39	12.3
PC1199982_2	PC1199982	2	6397	DNA, RNA and nucleotide metabolism	9e-19	68.9
PC1002734_1	PC1002734	1	1086	unknown function	0.37	11.8
PC758221_2	PC758221	2	NA	unannotated	NA	NA
PC260430_4	PC260430	4	NA	unannotated	NA	NA
PC1448014_2	PC1448014	2	30171	unknown function	5.8e-142	475.3
PC1079072_2	PC1079072	2	35576	unknown function	1.8e-14	54.5
PC1003206_2	PC1003206	2	24243	unknown function	0.34	11.7
PC969775_6	PC969775	6	NA	unannotated	NA	NA
PC532085_1	PC532085	1	942	DNA, RNA and nucleotide metabolism	3.5e-77	262.3
PC652825_2	PC652825	2	9437	unknown function	2.5e-09	39.1
PC1198162_6	PC1198162	6	10724	unknown function	7.7e-15	56.4
PC664073_1	PC664073	1	NA	unannotated	NA	NA
PC137213_5	PC137213	5	NA	unannotated	NA	NA
PC1395325_1	PC1395325	1	15903	unknown function	0.19	13.4
PC651205_4	PC651205	4	15634	unknown function	6.2	8.6
PC1200179_1	PC1200179	1	2131	unknown function	0.15	13.5
PC978074_6	PC978074	6	NA	unannotated	NA	NA
PC769902_3	PC769902	3	487	moron, auxiliary metabolic gene and host takeover	1.2e-19	71.5
PC1352452_2	PC1352452	2	18508	other	4.5e-08	34.2
PC1527202_2	PC1527202	2	NA	unannotated	NA	NA
PC998314_1	PC998314	1	30556	unknown function	0.028	16.2
PC1017348_2	PC1017348	2	8572	unknown function	8.8e-84	283.9
PC1101149_3	PC1101149	3	19536	unknown function	3.4e-48	165.9
PC1406500_1	PC1406500	1	NA	unannotated	NA	NA
PC555314_2	PC555314	2	NA	unannotated	NA	NA
PC1497018_5	PC1497018	5	NA	unannotated	NA	NA
PC743304_1	PC743304	1	86	DNA, RNA and nucleotide metabolism	0.0043	17.3
PC1510667_4	PC1510667	4	4402	DNA, RNA and nucleotide metabolism	1.3e-45	157.8
PC1468261_7	PC1468261	7	9151	moron, auxiliary metabolic gene and host takeover	0.37	12.6
PC785525_1	PC785525	1	11658	unknown function	0.045	15.3
PC923980_1	PC923980	1	22259	unknown function	1.4e-07	32.2
PC609288_2	PC609288	2	7897	unknown function	4.1e-28	100.2
PC276912_4	PC276912	4	11698	unknown function	2.4e-13	51.5
PC1570788_6	PC1570788	6	11961	unknown function	1.9e-08	35.6
PC399201_3	PC399201	3	6731	unknown function	2.4e-113	380.5
PC462014_3	PC462014	3	731	unknown function	3.7e-73	247.1
PC1301194_6	PC1301194	6	22305	unknown function	7.5e-39	134.7
PC1448173_2	PC1448173	2	8682	unknown function	0.4	12.5
PC518176_1	PC518176	1	25474	unknown function	0.081	14.8
PC414040_1	PC414040	1	26091	moron, auxiliary metabolic gene and host takeover	0.45	12.0
PC148811_4	PC148811	4	33738	unknown function	3.5e-40	139.7
PC1570871_1	PC1570871	1	6880	other	7.5e-39	134.9
PC924717_2	PC924717	2	36676	unknown function	3.6e-33	116.2
PC1405760_4	PC1405760	4	4419	head and packaging	0.33	12.6
PC1061557_2	PC1061557	2	33999	unknown function	8.2e-61	205.7
PC1550364_3	PC1550364	3	5603	unknown function	0.14	13.8
PC1480738_2	PC1480738	2	26047	unknown function	0.35	12.9
PC780205_1	PC780205	1	239	DNA, RNA and nucleotide metabolism	0.002	18.6
PC838546_2	PC838546	2	5517	unknown function	3.5e-102	344.2
PC159809_5	PC159809	5	27683	unknown function	3.7e-27	97.0
PC988400_2	PC988400	2	3777	unknown function	0.21	12.7
PC727606_3	PC727606	3	1213	moron, auxiliary metabolic gene and host takeover	5.1e-26	92.6
PC837608_1	PC837608	1	116	other	2.7e-50	173.0
PC579451_1	PC579451	1	9598	unknown function	0.15	13.7
PC904212_2	PC904212	2	2736	other	8.6e-24	85.8
PC942311_2	PC942311	2	4402	DNA, RNA and nucleotide metabolism	6e-21	76.4
PC146426_2	PC146426	2	5353	unknown function	3.4e-17	64.4
PC486443_1	PC486443	1	27200	unknown function	0.57	8.9
PC521914_24	PC521914	24	2439	transcription regulation	0.077	13.3
PC859293_4	PC859293	4	36645	unknown function	0.075	14.8
PC864372_1	PC864372	1	4871	other	2.2e-160	537.2
PC1379515_2	PC1379515	2	1330	tail	0.0026	17.2
PC200688_8	PC200688	8	NA	unannotated	NA	NA
PC175730_6	PC175730	6	22886	unknown function	0.34	12.9
PC272444_1	PC272444	1	NA	unannotated	NA	NA
PC638737_4	PC638737	4	16154	unknown function	3.7e-05	24.6
PC369196_50	PC369196	50	NA	unannotated	NA	NA
PC568763_2	PC568763	2	NA	unannotated	NA	NA
PC924797_6	PC924797	6	1315	unknown function	0.028	16.1
PC1234553_6	PC1234553	6	32721	unknown function	0.43	11.9
PC632848_8	PC632848	8	17058	unknown function	0.056	14.7
PC139913_1	PC139913	1	NA	unannotated	NA	NA
PC1430494_2	PC1430494	2	NA	unannotated	NA	NA
PC222793_3	PC222793	3	22962	unknown function	1.1	10.9
PC678809_2	PC678809	2	2392	moron, auxiliary metabolic gene and host takeover	2e-112	378.3
PC204332_5	PC204332	5	7602	unknown function	1.1e-59	201.1
PC587675_1	PC587675	1	18935	other	0.00023	22.3
PC708701_1	PC708701	1	2034	unknown function	6.1e-06	26.6
PC1399486_2	PC1399486	2	NA	unannotated	NA	NA
PC562536_3	PC562536	3	NA	unannotated	NA	NA
PC1057018_2	PC1057018	2	30805	unknown function	0.7	11.7
PC1370159_1	PC1370159	1	857	unknown function	3.9e-41	143.3
PC1408887_4	PC1408887	4	9750	unknown function	0.041	13.3
PC1484386_5	PC1484386	5	542	unknown function	0.29	13.3
PC868539_1	PC868539	1	395	other	8.2e-42	145.8
PC518707_1	PC518707	1	NA	unannotated	NA	NA
PC1260344_1	PC1260344	1	100	DNA, RNA and nucleotide metabolism	3.7e-27	96.6
PC1272812_2	PC1272812	2	NA	unannotated	NA	NA
PC520364_2	PC520364	2	2827	unknown function	0.22	13.4
PC531700_1	PC531700	1	4722	other	0.018	14.9
PC1387164_2	PC1387164	2	8216	unknown function	7.2e-102	341.9
PC268868_2	PC268868	2	NA	unannotated	NA	NA
PC315994_4	PC315994	4	19422	unknown function	4.6e-42	145.7
PC232836_2	PC232836	2	3556	unknown function	0.019	15.6
PC1214076_1	PC1214076	1	2420	tail	0.094	13.7
PC762759_1	PC762759	1	21223	unknown function	5e-05	23.3
PC270980_2	PC270980	2	NA	unannotated	NA	NA
PC1299592_4	PC1299592	4	8287	unknown function	0.43	12.1
PC1005118_1	PC1005118	1	32027	unknown function	2.6e-208	695.7
PC1406270_6	PC1406270	6	239	DNA, RNA and nucleotide metabolism	1.4e-16	62.1
PC731802_2	PC731802	2	NA	unannotated	NA	NA
PC1259607_2	PC1259607	2	3142	moron, auxiliary metabolic gene and host takeover	1.3e-27	97.9
PC442433_4	PC442433	4	108	other	0.22	12.8
PC884927_2	PC884927	2	3830	unknown function	8.5e-55	187.9
PC1357607_1	PC1357607	1	18885	unknown function	1.7e-10	42.4
PC203906_1	PC203906	1	617	head and packaging	5.8e-104	350.7
PC271849_2	PC271849	2	7897	unknown function	1.8e-11	45.5
PC382052_3	PC382052	3	19840	unknown function	4.8e-42	146.2
PC759683_2	PC759683	2	22677	unknown function	0.0016	19.4
PC925068_1	PC925068	1	19	DNA, RNA and nucleotide metabolism	0.29	11.4
PC1005008_4	PC1005008	4	18230	unknown function	0.054	15.0
